line;num;key_in_map;inferred;dup;also_numbers;topic;file;also_topics;auto_topic;margin;section;first_words
933;395;395a;;dup;;mesh;mesh-salad-pool.md;;mesh;4;Уроки 394–395 (03.09, пул мешей);395. Замер, который живёт только в памяти процесса, — не замер. Время…
939;394;394b;;dup;;catalog;catalog-stock.md;;catalog;1;Уроки 394–395 (03.09, пул мешей);394. Конвенцию параметров магазина мерить на выборке, не на примере (…
943;395;395b;;dup;;catalog;catalog-stock.md;;mesh;1;Уроки 394–395 (03.09, пул мешей);395. После пересборки таксономии сверять список ролей до/после (03.09…
947;396;396a;;dup;;catalog;catalog-stock.md;;mesh;1;Уроки 394–395 (03.09, пул мешей);396. Новые отрицательные сигналы — только через тень с gold (03.09): …
952;396;396b;;dup;;mesh;mesh-salad-pool.md;;mesh;5;Уроки 396–399 (04.09, работа над ошибками пула);396. Проверка ПУСТЫМ файлом — не проверка. Утром 04.09 я проверил при…
957;397;397;;;;mesh;mesh-salad-pool.md;;mesh;4;Уроки 396–399 (04.09, работа над ошибками пула);397. «Статус первой группы» ≠ состояние пула. `group_status()` возвра…
962;398;398;;;;mesh;mesh-salad-pool.md;;mesh;4;Уроки 396–399 (04.09, работа над ошибками пула);398. Три стопора без свода правил гасят и поднимают друг друга. Сторо…
967;399;399;;;;devops;devops-deploy.md;;mesh;2;Уроки 396–399 (04.09, работа над ошибками пула);399. `pkill -f` снова убил обёртку (04.09, 4-й раз). В тесте приёмник…
972;399-бис;399-бис;;;;devops;devops-deploy.md;memory;memory;4;Уроки 396–399 (04.09, работа над ошибками пула);399-бис. Мёртвый Bash после `pkill` — не обязательно последствие `pki…
985;400;400;;;;mesh;mesh-salad-pool.md;;mesh;6;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);400. `autostart_policy: true` поднимает группу в момент СОЗДАНИЯ — ок…
994;401;401;;;;mesh;mesh-salad-pool.md;;mesh;0;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);401. Тарифы сравнимы только на сопоставимых часах. Я предложил снести…
1002;402;402;;;;mesh;mesh-salad-pool.md;;mesh;3;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);402. Признак «медленный темп» без проверки «уже готово» снимает готов…
1008;403;403;;;;memory;memory-process.md;mesh;memory;2;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);403. Сухой прогон, принятый за выполнение. Владелец запустил `migrate…
1014;404;404;;;;mesh;mesh-salad-pool.md;;mesh;3;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);404. «400 Bad Request» от Salad может значить «кончились деньги». Отк…
1020;405;405;;;;mesh;mesh-salad-pool.md;;mesh;6;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);405. Удаление мимо API ломает счётчик, который на этом API построен. …
1028;406;406;;;;mesh;mesh-salad-pool.md;memory;mesh;3;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);406. Красивая причина принята без проверки, что она вообще действовал…
1037;407;407;;;;devops;devops-deploy.md;;devops;3;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);407. Гард, написанный по шаблону команды, ловит рассказ о команде. Pr…
1042;408;408;;;;mesh;mesh-salad-pool.md;;mesh;5;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);408. Пропущенный шаг цепочки даёт честный ноль, а не ошибку. Ручной п…
1048;409;409;;;;devops;devops-deploy.md;;devops;1;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);409. Красный автодеплой отключает страховку молча. «Deploy prod» пада…
1055;410;410;;;;devops;devops-deploy.md;;devops;2;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);410. Файл, удалённый из репозитория, продолжает жить на сервере. Ката…
1061;411;411;;;;devops;devops-deploy.md;;devops;2;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);411. Цель отката, которую никто не проверял, протухает. `docker tag $…
1067;412;412;;;;devops;devops-deploy.md;;mesh;1;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);412. Smoke по коду 200 подтверждает чужой успех. При сорванном выкате…
1072;413;413;;;;devops;devops-deploy.md;;devops;2;Уроки 400–404 (04.09, вечер — тарифы, автостарт, пересадка);413. `workflow_run` деплоит не тот коммит, что прошёл CI. Для этого с…
